target,source,weight
CAMTA2,Nucleus,1.014492473
MED13,Nucleus,0.207050315
HOXB6,Nucleus,1.502837368
CPD,Nucleus,-0.961972881
GOSR1,Nucleus,-0.130683095
CCDC47,Nucleus,-0.417992833
AKAP10,Nucleus,0.876254337
CYTH1,Nucleus,1.489749576
LGALS3BP,Nucleus,-1.381282504
EZH1,Nucleus,1.456209358
PPP1R9B,Nucleus,-0.090220014
LUC7L3,Nucleus,1.557681223
DUSP3,Nucleus,-0.129503719
EFNB3,Nucleus,-0.273255902
DPH1,Nucleus,0.576991916
NAT9,Nucleus,0.778432149
TMEM104,Nucleus,0.018230108
TMEM97,Nucleus,-0.92609798
UNC119,Nucleus,1.009332366
TMEM33,Nucleus,-0.107383605
DCUN1D4,Nucleus,0.741976344
MANBA,Nucleus,0.2664671
ELF2,Nucleus,-0.124928948
WFS1,Nucleus,0.196632079
FRG1,Nucleus,-0.303754622
CLCN3,Nucleus,-0.422639785
GALNT7,Nucleus,-0.312026509
TRIM2,Nucleus,0.348454749
NEIL3,Nucleus,0.525278673
SH3D19,Nucleus,0.141816743
STIM2,Nucleus,0.656337153
RAPGEF2,Nucleus,0.399793166
UGDH,Nucleus,-0.666658588
CCDC34,Nucleus,-0.482392181
FNBP4,Nucleus,1.66611046
SC5D,Nucleus,-0.520770361
SIAE,Nucleus,-0.58228815
EHD1,Nucleus,-0.584224722
FOXRED1,Nucleus,1.038446229
ST3GAL4,Nucleus,-0.38520127
CPT1A,Nucleus,-1.169798819
TMEM109,Nucleus,-0.657015838
PANX1,Nucleus,-0.808810066
UBE4A,Nucleus,-0.226523491
DDX6,Nucleus,-0.405125293
PVRL1,Nucleus,-0.040169579
HIPK3,Nucleus,0.043182336
MDK,Nucleus,-0.450746734
AMBRA1,Nucleus,-0.237238618
NAA40,Nucleus,0.801435175
SLC35F2,Nucleus,-0.315072137
LEPREL2,Nucleus,0.61359069
CORO1C,Nucleus,-0.462153224
ASIC1,Nucleus,1.167308997
CAPRIN2,Nucleus,1.913530193
SLC11A2,Nucleus,0.367121423
MLEC,Nucleus,-0.090687596
BCL7A,Nucleus,0.013363488
RSRC2,Nucleus,1.251046047
PPM1H,Nucleus,-0.232951569
ELK3,Nucleus,-0.631546022
MAGOHB,Nucleus,0.602178382
ITFG2,Nucleus,1.498917548
PARP11,Nucleus,0.239600518
DUSP16,Nucleus,-0.228434025
ACAD10,Nucleus,0.84136716
NAA25,Nucleus,0.920862494
DDX55,Nucleus,1.224474616
SLC38A1,Nucleus,0.141673875
C12orf49,Nucleus,-0.310024415
MDM1,Nucleus,0.816486016
CPSF6,Nucleus,0.778517316
GNPTAB,Nucleus,-0.490064804
ATN1,Nucleus,0.797216641
C12orf57,Nucleus,-0.79223432
LPCAT3,Nucleus,-0.281024132
SUDS3,Nucleus,0.114891554
GOLT1B,Nucleus,-0.27104431
C2CD5,Nucleus,0.494621288
RAB35,Nucleus,0.18493499
RIC8B,Nucleus,0.786261098
RP11-22B23.1,Nucleus,2.216410221
DSE,Nucleus,-0.281701745
MAN1A1,Nucleus,-0.279367353
SERINC1,Nucleus,-0.797295945
UST,Nucleus,-0.262149203
KCTD20,Nucleus,-0.043603077
RNF8,Nucleus,-0.265516042
ICK,Nucleus,0.122657318
RAB23,Nucleus,-0.086415982
FBXL4,Nucleus,-0.417370555
CCNC,Nucleus,0.094217125
ALDH5A1,Nucleus,-0.075159916
EYA4,Nucleus,1.007125523
PERP,Nucleus,-0.706075481
SLC16A10,Nucleus,0.177284172
PHACTR2,Nucleus,0.370918149
SLC39A7,Nucleus,-0.382761326
PPP2R5D,Nucleus,-0.330516151
PTK7,Nucleus,-0.029403951
CUL9,Nucleus,0.053736555
TMEM30A,Nucleus,-0.169761909
SENP6,Nucleus,0.676086038
VEGFA,Nucleus,1.701307109
PRPF4B,Nucleus,0.884945744
BTN2A1,Nucleus,0.451940896
LAMA4,Nucleus,-0.208900603
ERBB2IP,Nucleus,-0.213104182
HARS2,Nucleus,0.3278442
MAN2A1,Nucleus,0.241521348
PAPD7,Nucleus,0.937446842
NNT,Nucleus,-0.527267315
APBB3,Nucleus,1.359708502
SPARC,Nucleus,-2.191800433
HMGCR,Nucleus,-0.518405688
FAF2,Nucleus,-0.234233275
CLK4,Nucleus,1.726998836
ARSB,Nucleus,-0.485567923
CNOT6,Nucleus,-0.013732613
DROSHA,Nucleus,0.236012461
FAM172A,Nucleus,-0.084412486
LNPEP,Nucleus,-0.019915157
SLC12A7,Nucleus,0.249212095
NR3C1,Nucleus,-0.210873725
C5orf15,Nucleus,-0.420589611
LIFR,Nucleus,0.118060242
TRAPPC13,Nucleus,0.634574687
TXNDC15,Nucleus,0.137903793
H2AFY,Nucleus,0.492468065
TCERG1,Nucleus,0.836928186
SMAD5,Nucleus,0.384606162
ERGIC1,Nucleus,-0.37225579
STC2,Nucleus,0.838364399
ARL6,Nucleus,0.271365552
NIT2,Nucleus,0.231950589
UBE3A,Nucleus,0.327858232
SLC25A36,Nucleus,1.969877643
TFDP2,Nucleus,0.77291731
XRN1,Nucleus,0.262463937
WNT5A,Nucleus,0.309819257
PFKFB4,Nucleus,0.102921438
PRKAR2A,Nucleus,-0.143323576
ACAP2,Nucleus,0.287335923
CBLB,Nucleus,-0.032761141
BBX,Nucleus,0.355637496
GNB4,Nucleus,-0.130530718
C3orf52,Nucleus,0.40820838
PLXNA1,Nucleus,0.875792765
CSPG5,Nucleus,-0.301146442
SCAP,Nucleus,0.005438016
HEMK1,Nucleus,1.495383438
ACVR2B,Nucleus,0.422925208
ABCC5,Nucleus,1.29879008
SSR3,Nucleus,-0.424894141
NKTR,Nucleus,2.195654705
FOXP1,Nucleus,0.086599628
INO80D,Nucleus,1.518383748
ADAM23,Nucleus,-0.033221589
MOB1A,Nucleus,-0.030462213
LMAN2L,Nucleus,-0.509217668
RTKN,Nucleus,0.946937184
PIKFYVE,Nucleus,0.486343673
FAHD2A,Nucleus,1.097909089
SLC35F5,Nucleus,-0.390186466
STEAP3,Nucleus,-0.208619004
EPB41L5,Nucleus,0.433536796
GPD2,Nucleus,-0.819893302
ACVR1,Nucleus,-0.842702878
MPV17,Nucleus,0.856461293
TTC31,Nucleus,0.882904594
NDUFS7,Nucleus,0.772168166
SPTBN1,Nucleus,-0.044112469
CCDC88A,Nucleus,0.236394408
FN1,Nucleus,-0.562737491
ELMOD3,Nucleus,1.277268601
IGFBP5,Nucleus,-0.371560056
USP34,Nucleus,0.080435654
GGCX,Nucleus,-0.200076939
CHST10,Nucleus,0.182418054
MOB4,Nucleus,-0.065879669
UXS1,Nucleus,-0.028120818
PASK,Nucleus,1.621677416
TAF1B,Nucleus,-0.025171713
DCAF17,Nucleus,1.210533229
SDC1,Nucleus,-1.229456477
SLC1A4,Nucleus,-0.377875425
SOS1,Nucleus,0.507621496
WIPF1,Nucleus,-0.223592914
THADA,Nucleus,-0.381642663
TRAK2,Nucleus,0.036402169
TIA1,Nucleus,0.461331733
PCYOX1,Nucleus,-0.794970144
ARID3A,Nucleus,-0.024607343
EPHA4,Nucleus,0.264114913
ALMS1,Nucleus,-0.242736913
BCL9,Nucleus,0.45215343
DHCR24,Nucleus,-0.534504889
DNAJC16,Nucleus,-0.111004168
RALGPS2,Nucleus,0.234769335
CEP104,Nucleus,0.508558948
FAM20B,Nucleus,-0.334575899
TCEANC2,Nucleus,0.715245411
WRAP73,Nucleus,0.850799051
ICMT,Nucleus,-0.347005631
QSOX1,Nucleus,-0.353102679
AMPD2,Nucleus,1.108953063
EDEM3,Nucleus,0.091793343
RAP1A,Nucleus,-0.088782349
S100PBP,Nucleus,0.041112805
ASH1L,Nucleus,0.54833311
SFPQ,Nucleus,1.031090732
MEF2D,Nucleus,0.775833076
C1orf21,Nucleus,0.805528105
LEPR,Nucleus,0.03224301
IVNS1ABP,Nucleus,0.703106184
KIAA2013,Nucleus,-0.157886128
MIIP,Nucleus,0.497860316
SLC35D1,Nucleus,0.338705741
WLS,Nucleus,-1.014921206
PRDM2,Nucleus,0.746019942
TROVE2,Nucleus,0.440179747
SRSF11,Nucleus,1.926842147
PHTF1,Nucleus,-0.33854559
TMEM9,Nucleus,-0.317761
EXOC8,Nucleus,1.205726029
NID1,Nucleus,-0.607284065
MTR,Nucleus,0.412108063
BMP8B,Nucleus,-0.256560533
RIMS3,Nucleus,1.14927281
AKT3,Nucleus,-0.010459625
ETV3,Nucleus,0.177742482
LPHN2,Nucleus,-0.170317439
RBBP5,Nucleus,-0.452035705
ECE1,Nucleus,-0.513402729
CD46,Nucleus,0.903813577
APH1A,Nucleus,-0.671852058
LEPRE1,Nucleus,-0.505416148
SLC2A1,Nucleus,-1.041220716
SLC19A2,Nucleus,0.594308377
NSUN4,Nucleus,0.787403073
TMED5,Nucleus,-0.136094554
DR1,Nucleus,0.034973227
PTBP2,Nucleus,1.353603168
DARS2,Nucleus,-0.756883747
DIEXF,Nucleus,0.520123327
RCAN3,Nucleus,-0.110337579
C1orf63,Nucleus,1.539960676
SLC35A3,Nucleus,0.796022929
RCOR3,Nucleus,1.155949351
ARID1A,Nucleus,0.288356612
CENPF,Nucleus,0.287544627
ESYT2,Nucleus,-0.143802358
CD3EAP,Nucleus,0.424594437
MESDC2,Nucleus,-0.315721348
CTSD,Nucleus,-0.844683174
STK11,Nucleus,1.03712321
KMT2A,Nucleus,0.616112962
KPTN,Nucleus,0.816083883
KIF14,Nucleus,0.236677103
ATF6,Nucleus,-0.736609343
FASTKD2,Nucleus,-0.221091138
NRP2,Nucleus,-0.124133659
CREB1,Nucleus,0.343154037
B4GALT6,Nucleus,0.491801903
ELOVL4,Nucleus,-0.488735781
CASP8AP2,Nucleus,0.207608706
PHF3,Nucleus,-0.116539355
PLAGL1,Nucleus,1.096569355
FBXO30,Nucleus,0.666935205
TMEM5,Nucleus,-0.049541538
ZNF430,Nucleus,0.033120888
DCLRE1B,Nucleus,-0.32440171
PKD2,Nucleus,1.40062111
UBN1,Nucleus,0.526772413
KLF12,Nucleus,0.98925253
WDR35,Nucleus,0.371154074
CCND2,Nucleus,0.878740471
SATB2,Nucleus,-0.137715279
SENP5,Nucleus,0.766459139
C1orf198,Nucleus,-0.228188418
HEATR1,Nucleus,0.24738893
PTBP3,Nucleus,-0.176873297
FAM206A,Nucleus,-0.038778362
RBM18,Nucleus,-0.302219881
MAPKAP1,Nucleus,-0.439365193
KDSR,Nucleus,-0.248317889
ONECUT2,Nucleus,1.818195336
IRF2BPL,Nucleus,-0.076896545
AREL1,Nucleus,-0.0947543
ABCD4,Nucleus,1.484643899
RBM25,Nucleus,1.463598934
NRDE2,Nucleus,1.115015398
KLHL29,Nucleus,1.940472079
DNMT3A,Nucleus,1.297293154
ATAD2B,Nucleus,0.796074414
ATL2,Nucleus,0.376820829
YIPF4,Nucleus,0.283599703
AFTPH,Nucleus,0.129618713
BCL11A,Nucleus,0.123276107
SLC17A5,Nucleus,-0.366085747
FAM178A,Nucleus,0.660605942
GPAM,Nucleus,-0.231877618
HELLS,Nucleus,0.951260421
TCTN3,Nucleus,-0.968193649
C10orf76,Nucleus,-0.262270558
HOXB8,Nucleus,1.208354683
HOXB3,Nucleus,1.901945289
PANK3,Nucleus,1.307999179
NUP43,Nucleus,0.660615058
LRP11,Nucleus,-0.583401038
MASTL,Nucleus,0.505943809
ELF1,Nucleus,-0.25083405
EGR1,Nucleus,-0.456042773
NR2C1,Nucleus,0.802483156
MTERFD3,Nucleus,1.406674782
CLU,Nucleus,-2.994099148
TNFRSF10B,Nucleus,-0.951108027
TARDBP,Nucleus,0.78196669
CRISPLD1,Nucleus,-0.13025418
AKAP1,Nucleus,0.338427831
TRIM25,Nucleus,0.407232726
KIAA0922,Nucleus,-0.082948962
PAPD5,Nucleus,0.366314241
CEP89,Nucleus,0.634729362
B4GALT4,Nucleus,0.27084459
KIF18A,Nucleus,0.379305217
CRY2,Nucleus,0.730023
ZNF639,Nucleus,-0.203819124
PDS5A,Nucleus,-0.158156864
CLCC1,Nucleus,-0.072697213
ACVR2A,Nucleus,0.015401866
RPL21,Nucleus,1.298663625
MTERFD2,Nucleus,0.958818286
KIAA1191,Nucleus,-0.325752725
RBBP6,Nucleus,0.505820031
ZC3H7A,Nucleus,0.219956487
FAM35A,Nucleus,0.211000512
FAM213A,Nucleus,-0.368024617
ODF2L,Nucleus,0.993375732
TRMT13,Nucleus,1.229596292
RPAP2,Nucleus,0.714057117
FAM126A,Nucleus,0.27972342
FKBP9,Nucleus,-0.595914688
POLM,Nucleus,1.615946307
SLC25A51,Nucleus,0.679623428
DCAF10,Nucleus,0.232894393
KIAA1549,Nucleus,0.273317577
CALD1,Nucleus,0.283984426
CHST3,Nucleus,0.131795841
P4HA1,Nucleus,-0.870665163
RBM19,Nucleus,0.815367623
GIPC1,Nucleus,-0.23215172
ATP7B,Nucleus,-0.012678041
ZC3H13,Nucleus,-0.028738259
NLN,Nucleus,0.156843984
CENPK,Nucleus,0.559922026
OPTN,Nucleus,-1.208054472
SPATS2,Nucleus,0.033288029
LRP1,Nucleus,-1.080400153
HJURP,Nucleus,0.633700749
USP45,Nucleus,1.346772725
SLC36A1,Nucleus,0.514020738
LPGAT1,Nucleus,0.043905635
EXOSC9,Nucleus,0.742513928
PLA2G12A,Nucleus,0.413024042
ADCK4,Nucleus,0.060240411
PFKFB2,Nucleus,0.80413478
AGO2,Nucleus,0.817015027
MXD4,Nucleus,1.040499889
ACSL3,Nucleus,-0.543808124
SLC12A4,Nucleus,-0.764104525
FAM210B,Nucleus,-0.857174172
SDC4,Nucleus,-0.741988895
NCOA3,Nucleus,0.877336375
PIGT,Nucleus,-0.77120191
VAPB,Nucleus,0.276810612
CHD6,Nucleus,0.343603963
SRSF6,Nucleus,1.252469657
RAB22A,Nucleus,0.722477834
STX16,Nucleus,1.264279741
STAMBP,Nucleus,-0.119474281
NAGK,Nucleus,1.182288428
PAIP2B,Nucleus,0.178728723
ATP8A1,Nucleus,0.474543071
BTN2A2,Nucleus,0.398830414
ABCC10,Nucleus,0.922652448
AARS2,Nucleus,0.179870875
ZNF391,Nucleus,0.947466202
CDKN1A,Nucleus,-3.210518166
SSR1,Nucleus,-0.353827473
NRN1,Nucleus,-0.258878781
ATXN1,Nucleus,1.087413762
EEF1E1,Nucleus,0.698604572
LRRFIP1,Nucleus,0.807741218
AHNAK,Nucleus,0.257929267
ABCC4,Nucleus,-0.443535899
EFNB2,Nucleus,-0.224842221
ATP5S,Nucleus,0.93658577
FAM193A,Nucleus,1.076989828
GGA3,Nucleus,0.627199892
GTF3C4,Nucleus,0.15895764
PPP1R12C,Nucleus,1.205947043
MBOAT7,Nucleus,0.043622228
CCDC93,Nucleus,0.846153106
THOC2,Nucleus,0.215154341
MED1,Nucleus,0.100567623
GPR108,Nucleus,-0.13406512
GPCPD1,Nucleus,0.750034596
PANK2,Nucleus,1.079128797
NAPB,Nucleus,1.601166073
TMX4,Nucleus,-0.605492339
RRBP1,Nucleus,-0.028763511
ZNF133,Nucleus,1.505315029
MCM8,Nucleus,0.678895285
NCLN,Nucleus,0.665628229
ZNF436,Nucleus,-0.080205168
AMOT,Nucleus,-0.689793837
TMEM115,Nucleus,-0.540257182
AGO3,Nucleus,1.800746606
HECTD3,Nucleus,0.053854186
KLC1,Nucleus,1.65870362
XRCC3,Nucleus,1.63845235
TUBGCP3,Nucleus,0.060972949
PCID2,Nucleus,0.946778097
FRMD8,Nucleus,0.400582583
PCNXL4,Nucleus,0.28979138
ATG14,Nucleus,1.16360453
KTN1,Nucleus,-0.038040409
PLEKHG3,Nucleus,1.073377452
WDR60,Nucleus,0.97786998
AIF1L,Nucleus,-0.108754275
SLC10A3,Nucleus,-0.746648782
CANX,Nucleus,-0.589718948
CPSF3L,Nucleus,0.944150013
TRAF2,Nucleus,0.240933766
HELB,Nucleus,0.628472504
DYRK2,Nucleus,0.813437588
LRRC61,Nucleus,-0.036029641
FGFRL1,Nucleus,0.036809753
EMC1,Nucleus,-0.267263831
HP1BP3,Nucleus,0.984468398
SIN3B,Nucleus,0.924942792
SLC35E1,Nucleus,-0.043826719
GFER,Nucleus,0.757807075
PKMYT1,Nucleus,1.255203377
CHTF18,Nucleus,1.996000114
MACF1,Nucleus,-0.095224786
RNF6,Nucleus,0.036814553
AKAP9,Nucleus,0.400373569
HIP1,Nucleus,-0.291265279
POR,Nucleus,-0.591092406
PEX1,Nucleus,0.181141562
LRFN1,Nucleus,0.290537043
SRD5A3,Nucleus,-0.694710709
PPAT,Nucleus,0.529109065
TUBGCP6,Nucleus,1.558130408
DGCR8,Nucleus,1.829071219
TPST2,Nucleus,-0.321406798
MPST,Nucleus,0.782646845
SPECC1,Nucleus,-0.420492293
NAA38,Nucleus,0.820701364
PRKRIP1,Nucleus,0.826185614
PODXL,Nucleus,0.126458624
STRIP2,Nucleus,1.27407772
MKLN1,Nucleus,0.575463113
CALU,Nucleus,-0.642383236
CCDC136,Nucleus,1.14546131
SMO,Nucleus,0.319508675
KLHDC10,Nucleus,0.436748707
OSGEPL1,Nucleus,0.18976083
HOXD10,Nucleus,2.821928279
HOXD11,Nucleus,1.12067109
HERC2,Nucleus,0.163275107
TWSG1,Nucleus,-0.352740655
MYO5C,Nucleus,0.25186714
TMOD2,Nucleus,0.622566144
TTBK2,Nucleus,0.751884261
IVD,Nucleus,0.759042748
CLN6,Nucleus,0.577812434
ARPP19,Nucleus,0.134490001
VPS13C,Nucleus,0.164882974
SUMF2,Nucleus,-0.310034652
SPCS3,Nucleus,-0.305861265
RPAIN,Nucleus,1.16965041
PLD2,Nucleus,0.396983406
MPDU1,Nucleus,-0.537302084
CCNT1,Nucleus,0.351617489
PUS7L,Nucleus,1.321808929
KRI1,Nucleus,0.669039441
SLC44A2,Nucleus,-0.863984532
BCL2L2,Nucleus,1.289995417
PARP2,Nucleus,0.439609424
TEP1,Nucleus,0.925844684
MAP7D3,Nucleus,0.07584056
ABHD17A,Nucleus,2.670958242
ERMARD,Nucleus,0.787880413
SAT1,Nucleus,1.294394631
GNL3L,Nucleus,0.711096545
SH3BP4,Nucleus,0.026925792
LDLR,Nucleus,0.245571813
PRKCSH,Nucleus,-0.395253233
THEM6,Nucleus,-0.485448353
PVRL2,Nucleus,-1.09334729
SAFB2,Nucleus,1.075381406
KIF1A,Nucleus,0.106932897
COLGALT1,Nucleus,0.139997627
MLLT1,Nucleus,0.710484088
MLLT4,Nucleus,0.860471422
ACTN4,Nucleus,0.087741051
NDUFA10,Nucleus,1.068626735
ZSWIM6,Nucleus,0.873633021
PXDN,Nucleus,-0.961120813
COL5A1,Nucleus,-0.915493199
ZNF337,Nucleus,1.59545553
TAF4,Nucleus,0.340797951
LAMA5,Nucleus,0.508734501
EXOSC2,Nucleus,0.756205741
POMT1,Nucleus,1.243731896
PRRC2B,Nucleus,0.393174871
YIPF2,Nucleus,-0.341343987
ZC3H4,Nucleus,0.351931969
CLIP1,Nucleus,0.225347371
HIP1R,Nucleus,0.677175956
PPAN,Nucleus,1.717997388
SLC6A8,Nucleus,1.06329231
PLXNA3,Nucleus,1.198561417
PRRG1,Nucleus,-0.144524585
AKAP12,Nucleus,-0.017131541
RBM39,Nucleus,1.035469169
GGT7,Nucleus,1.116174903
PPT1,Nucleus,-1.158221888
RLIM,Nucleus,0.76176067
ABCB7,Nucleus,-0.28646465
MRPS25,Nucleus,1.890706571
CAPN7,Nucleus,0.316730284
ZFYVE20,Nucleus,0.43977221
SLC6A6,Nucleus,1.388371123
MGAT1,Nucleus,-0.274820264
PSMC3IP,Nucleus,0.807160406
DIAPH1,Nucleus,-0.320296736
NDFIP1,Nucleus,-0.598175358
ACAP3,Nucleus,1.941350721
C1orf159,Nucleus,1.459135362
MAP1B,Nucleus,0.456977104
IL13RA1,Nucleus,-0.782768617
WDR44,Nucleus,-0.250834784
PRKAB2,Nucleus,0.989197795
CLUHP3,Nucleus,2.783590515
CHSY1,Nucleus,-0.523448521
SNRPA1,Nucleus,1.320322551
FBXW9,Nucleus,1.134085312
RFX1,Nucleus,0.516321513
CC2D1A,Nucleus,1.136592218
NUP210,Nucleus,0.006348717
ENOSF1,Nucleus,1.931658838
EMILIN2,Nucleus,-2.782435487
PRKAA1,Nucleus,1.405570335
PNISR,Nucleus,1.989111135
ZRANB2,Nucleus,1.613464327
KDM6B,Nucleus,0.84673742
GPS2,Nucleus,0.594536693
VPS13B,Nucleus,0.501740495
REEP2,Nucleus,-0.389389672
PRMT7,Nucleus,1.254800417
PCED1A,Nucleus,1.135852898
PTPRA,Nucleus,-0.559729594
KIAA0907,Nucleus,2.455287595
DCAF8,Nucleus,2.194727429
IGHMBP2,Nucleus,1.331966033
LPIN3,Nucleus,1.287333252
SERINC3,Nucleus,-0.522712904
FBXO44,Nucleus,1.228666435
USPL1,Nucleus,0.801243212
XPO4,Nucleus,0.721656525
SCO1,Nucleus,0.965584454
MPRIP,Nucleus,0.794139649
DSTYK,Nucleus,0.357660372
SLC41A1,Nucleus,0.436229322
GPALPP1,Nucleus,0.493516653
IRS4,Nucleus,0.468045174
FAM104A,Nucleus,0.064060346
SLC39A11,Nucleus,-0.845719887
EPHB2,Nucleus,-1.058063888
SRRM1,Nucleus,0.277928817
SUV420H2,Nucleus,0.784694942
WDR74,Nucleus,0.903961711
RTN3,Nucleus,-0.801092998
MORC2,Nucleus,0.23082475
LARGE,Nucleus,-0.29836643
ADCK2,Nucleus,-1.07475662
AGAP3,Nucleus,0.984822855
KRBA1,Nucleus,1.500536671
ZNF767,Nucleus,2.694905891
ATP13A3,Nucleus,0.218550746
TMEM254,Nucleus,-0.409046641
TMTC1,Nucleus,-0.579226017
KRAS,Nucleus,0.150961476
SWAP70,Nucleus,-0.211878016
ZFC3H1,Nucleus,0.793304753
TEX15,Nucleus,1.044058485
CTIF,Nucleus,0.915264616
VHL,Nucleus,0.839647209
ARL8B,Nucleus,-0.295517187
EDEM1,Nucleus,0.966234835
PRPF38B,Nucleus,1.528122217
SORT1,Nucleus,-0.536767657
PTGFRN,Nucleus,-0.672439558
NOTCH2,Nucleus,-0.326395913
CEPT1,Nucleus,0.457739035
AP4B1,Nucleus,1.155260431
SPIRE1,Nucleus,0.569404706
SLC38A2,Nucleus,-0.040434436
KIDINS220,Nucleus,-0.389413121
ROCK2,Nucleus,0.113464492
LPIN1,Nucleus,0.176533299
IL6ST,Nucleus,-0.292568389
TMEM241,Nucleus,-0.509244034
LRP4,Nucleus,-0.112909561
DDB2,Nucleus,-0.413353791
ACP2,Nucleus,-0.545109301
AGO4,Nucleus,0.743510738
HOOK1,Nucleus,0.4435987
DSC2,Nucleus,-0.8317792
DSC3,Nucleus,-0.465400643
DTNA,Nucleus,0.520512307
FHOD3,Nucleus,0.073138235
FADS2,Nucleus,-0.499738635
CLOCK,Nucleus,1.03576465
COL4A2,Nucleus,-0.368858444
DZIP1,Nucleus,0.623736651
UBAC2,Nucleus,-0.876065435
ARGLU1,Nucleus,1.783470799
BIVM,Nucleus,0.824458998
ARHGAP32,Nucleus,0.19480363
TMED7,Nucleus,-0.749188042
APC,Nucleus,0.124378907
WDR36,Nucleus,0.727851057
NAA35,Nucleus,0.115994501
TMEM2,Nucleus,-0.675754317
GOLM1,Nucleus,-0.402433252
TAOK3,Nucleus,0.082836889
DMTF1,Nucleus,1.952997585
TMEM243,Nucleus,0.287295076
PNPLA8,Nucleus,-0.742785792
MDFIC,Nucleus,-0.436179664
ANKRD6,Nucleus,0.325719345
KIAA1009,Nucleus,0.851240747
SNX14,Nucleus,-0.619745227
EPHA7,Nucleus,0.223956702
DNAJC14,Nucleus,-0.541566456
GDF11,Nucleus,0.334861992
TROAP,Nucleus,1.027343096
TSPAN31,Nucleus,-1.064868217
TFCP2,Nucleus,0.000117913
PAN2,Nucleus,0.58096336
HNRNPA1,Nucleus,1.386149358
ACVR1B,Nucleus,0.327201854
OS9,Nucleus,-0.703496924
MAP7,Nucleus,-0.147279097
CD164,Nucleus,-0.158635793
NHSL1,Nucleus,0.385844288
AHI1,Nucleus,0.420694568
SEMA4F,Nucleus,-0.516955832
RAB11FIP5,Nucleus,0.977351557
CCDC142,Nucleus,1.678476731
GNS,Nucleus,-0.800781633
MDM2,Nucleus,0.058172197
KLHL36,Nucleus,0.579556533
DYNC1LI2,Nucleus,1.358613174
EGLN1,Nucleus,-0.043586649
ABCB10,Nucleus,-0.144214382
TAF5L,Nucleus,0.341057415
STX6,Nucleus,-0.184025626
CEP350,Nucleus,0.099435307
LAMC1,Nucleus,-0.577604612
RC3H1,Nucleus,0.947691805
TTLL4,Nucleus,0.430121898
USP37,Nucleus,0.011636688
ITM2C,Nucleus,-0.720771445
SERPINE2,Nucleus,-0.495230201
TMEM127,Nucleus,-0.645288309
GCC2,Nucleus,0.025721139
C2orf49,Nucleus,0.059566085
EPC2,Nucleus,0.02785397
ARHGEF4,Nucleus,1.043976272
ALDH1L2,Nucleus,0.547666932
CKAP4,Nucleus,-0.889938946
NEK3,Nucleus,0.605779787
RCBTB1,Nucleus,0.532239674
COG3,Nucleus,0.679465524
SCRN1,Nucleus,-0.184287252
CHST12,Nucleus,0.889385492
KDELR2,Nucleus,-0.604694127
NUPL2,Nucleus,1.051563826
DBNL,Nucleus,0.864070625
TTYH3,Nucleus,0.141191323
IREB2,Nucleus,0.229904885
RSAD1,Nucleus,0.88734485
VEZF1,Nucleus,0.296315326
TEX2,Nucleus,-0.125351825
BRIP1,Nucleus,0.818037953
SKIL,Nucleus,0.776449676
RPS6KC1,Nucleus,-0.560490519
BIN1,Nucleus,0.704411848
HS6ST1,Nucleus,0.013025079
UGGT1,Nucleus,-0.084822225
DNAJC1,Nucleus,-1.33750182
LRRC8A,Nucleus,-0.523474735
CDK9,Nucleus,-0.106956805
TOR1B,Nucleus,-0.168707857
SMC2,Nucleus,-0.218047295
TOR1A,Nucleus,-0.474286995
RALGPS1,Nucleus,1.367251254
FAM129B,Nucleus,0.35005151
SLC2A8,Nucleus,1.064932329
SLC31A1,Nucleus,-0.308391631
ZNF189,Nucleus,0.362361398
STX17,Nucleus,0.697763852
TSTD2,Nucleus,0.771696535
LMX1B,Nucleus,0.751288552
RANBP6,Nucleus,0.340450157
TLN1,Nucleus,-0.31265593
ALDH1B1,Nucleus,-0.696142448
CNPY3,Nucleus,-0.769971287
TMEM63B,Nucleus,0.079728852
TJAP1,Nucleus,0.894869335
SLC22A23,Nucleus,0.465890064
FOXF2,Nucleus,0.023616204
RIPK1,Nucleus,-0.269520714
ATAT1,Nucleus,1.676200763
NRM,Nucleus,-0.764698073
VARS2,Nucleus,1.130266907
FAM8A1,Nucleus,-0.130466969
PRKRIR,Nucleus,-0.070546079
CREBZF,Nucleus,1.91674105
PRCP,Nucleus,-1.119610528
RNF121,Nucleus,0.019219107
SULF1,Nucleus,-0.199012276
SORL1,Nucleus,-0.083425991
YAP1,Nucleus,-0.409091912
RDX,Nucleus,-0.477977082
MAP2K5,Nucleus,-0.68175487
MAPKBP1,Nucleus,1.253343151
CASC5,Nucleus,0.146153117
HAUS2,Nucleus,0.293531719
PARP6,Nucleus,1.261504781
TUBGCP4,Nucleus,0.812474276
RMDN3,Nucleus,0.335064999
UACA,Nucleus,0.606127351
SMAD6,Nucleus,1.96723164
ADAM10,Nucleus,-0.474918699
TTLL7,Nucleus,0.211634947
FNBP1L,Nucleus,0.657015839
RABGGTB,Nucleus,1.580629602
ARHGAP29,Nucleus,0.354333386
SLC44A5,Nucleus,1.184297404
DBT,Nucleus,0.337898195
EPT1,Nucleus,0.46666589
ADCY3,Nucleus,0.538070605
PNPT1,Nucleus,0.170711633
THUMPD2,Nucleus,0.932185999
PREPL,Nucleus,-0.194229509
ACTR1A,Nucleus,-0.568948335
TMEM180,Nucleus,1.076876576
ATAD1,Nucleus,-0.085636914
